village,nitrogen_-_high,nitrogen_-_medium,nitrogen_-_low,phosphorous_-_high,phosphorous_-_medium,phosphorous_-_low,potassium_-_high,potassium_-_medium,potassium_-_low,oc_-_high,oc_-_medium,oc_-_low,ec_-_saline,ec_-_non_saline,ph_-_acidic,ph_-_neutral,ph_-_alkaline
Vellaipottal,0.0,0.0,0.0073937153419593345,0.0,0.0,0.021052631578947368,0.0,0.01532567049808429,0.0,0.017094017094017096,0.006493506493506494,0.0018832391713747645,0.0,0.007434944237918215,0.0,0.0076481835564053535,0.0
Govindanallur,0.0,0.0,0.0073937153419593345,0.0,0.0,0.021052631578947368,0.0,0.01532567049808429,0.0,0.017094017094017096,0.006493506493506494,0.0018832391713747645,0.0,0.007434944237918215,0.0,0.0076481835564053535,0.0
Muvaraivenran,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.0,0.019157088122605363,0.0,0.0,0.012987012987012988,0.005649717514124294,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Pullalakkottai,0.0,0.0,0.18853974121996303,0.010050251256281407,0.20735785953177258,0.2,0.3707865168539326,0.011494252873563218,0.0,0.0,0.025974025974025976,0.18455743879472694,0.0,0.1895910780669145,0.0,0.13957934990439771,0.21014492753623187
Appayyanayakkanpatti,0.2,0.0,0.1922365988909427,0.20100502512562815,0.1806020066889632,0.05789473684210526,0.2696629213483146,0.12643678160919541,0.0,0.0,0.0,0.1977401129943503,0.0,0.19516728624535315,0.0,0.19694072657743786,0.014492753623188406
Chinnavadi,0.0,0.0,0.22920517560073936,0.19095477386934673,0.25418060200668896,0.05263157894736842,0.45318352059925093,0.011494252873563218,0.0,0.0,0.006493506493506494,0.23163841807909605,0.0,0.23048327137546468,0.0,0.23709369024856597,0.0
V.Muthulingapuram,0.0,0.0,0.18484288354898337,0.01507537688442211,0.15384615384615385,0.26842105263157895,0.37453183520599254,0.0,0.0,0.0,0.0,0.18832391713747645,0.0,0.18587360594795538,0.0,0.19120458891013384,0.0
Kottainattam,0.0,0.0,0.21811460258780038,0.020100502512562814,0.1806020066889632,0.3157894736842105,0.19850187265917604,0.24521072796934865,0.002583979328165375,0.03418803418803419,0.0,0.21468926553672316,0.0,0.21933085501858737,0.0,0.22179732313575526,0.014492753623188406
Avudaiyapuram,0.0,0.0,0.1922365988909427,0.5025125628140703,0.0,0.02631578947368421,0.37453183520599254,0.019157088122605363,0.0,0.017094017094017096,0.006493506493506494,0.18832391713747645,0.0,0.1895910780669145,0.0,0.1835564053537285,0.007246376811594203
Pudur,0.0,0.0,0.1866913123844732,0.36683417085427134,0.056856187290969896,0.05789473684210526,0.00749063670411985,0.007662835249042145,0.25064599483204136,0.0,0.006493506493506494,0.18832391713747645,0.0,0.18773234200743494,0.0,0.19120458891013384,0.007246376811594203
Amathur (CT),0.0,0.0,0.012939001848428836,0.0,0.020066889632107024,0.005263157894736842,0.026217228464419477,0.0,0.0,0.0,0.0,0.013182674199623353,0.0,0.00929368029739777,0.0,0.0,0.036231884057971016
Chathirareddipatti (CT),0.0,0.0,0.027726432532347505,0.005025125628140704,0.030100334448160536,0.02631578947368421,0.056179775280898875,0.0,0.0,0.0,0.032467532467532464,0.018832391713747645,0.0,0.026022304832713755,0.0,0.0,0.10144927536231885
Mannarkottai,0.0,0.0,0.011090573012939002,0.0,0.016722408026755852,0.005263157894736842,0.0149812734082397,0.0038314176245210726,0.002583979328165375,0.0,0.0,0.011299435028248588,0.0,0.011152416356877323,0.0,0.0057361376673040155,0.021739130434782608
Misalur,0.0,0.0,0.0018484288354898336,0.0,0.0033444816053511705,0.0,0.003745318352059925,0.0,0.0,0.0,0.0,0.0018832391713747645,0.0,0.0018587360594795538,0.0,0.0,0.007246376811594203
Moolippatti,0.0,0.0,0.009242144177449169,0.0,0.010033444816053512,0.010526315789473684,0.0149812734082397,0.0038314176245210726,0.0,0.0,0.0,0.009416195856873822,0.0,0.00929368029739777,0.0,0.0,0.036231884057971016
Valayapatti,0.0,0.0,0.014787430683918669,0.0,0.0,0.042105263157894736,0.011235955056179775,0.019157088122605363,0.0,0.02564102564102564,0.0,0.009416195856873822,0.0,0.01486988847583643,0.0,0.0076481835564053535,0.028985507246376812
Sennalkudi,0.0,0.0,0.0073937153419593345,0.0,0.013377926421404682,0.0,0.0149812734082397,0.0,0.0,0.0,0.0,0.007532956685499058,0.0,0.007434944237918215,0.0,0.0038240917782026767,0.014492753623188406
Kumaralingapuram,0.0,0.0,0.0073937153419593345,0.0,0.013377926421404682,0.0,0.0149812734082397,0.0,0.0,0.0,0.0,0.007532956685499058,0.0,0.007434944237918215,0.0,0.0,0.028985507246376812
Periaparali,0.0,0.0,0.027726432532347505,0.0,0.013377926421404682,0.05789473684210526,0.052434456928838954,0.007662835249042145,0.0,0.0,0.05844155844155844,0.009416195856873822,0.0,0.026022304832713755,0.0,0.009560229445506692,0.057971014492753624
Chinnamuppanpatti,0.0,0.0,0.009242144177449169,0.0,0.016722408026755852,0.0,0.003745318352059925,0.01532567049808429,0.0,0.0,0.0,0.009416195856873822,0.006493506493506494,0.007434944237918215,0.0,0.0038240917782026767,0.021739130434782608
Allampatti,0.0,0.0,0.009242144177449169,0.0,0.016722408026755852,0.0,0.00749063670411985,0.011494252873563218,0.0,0.0,0.0,0.009416195856873822,0.0,0.00929368029739777,0.0,0.0038240917782026767,0.021739130434782608
Rosalpatti (CT),0.0,0.0,0.014787430683918669,0.0,0.023411371237458192,0.005263157894736842,0.0299625468164794,0.0,0.0,0.0,0.006493506493506494,0.011299435028248588,0.0,0.00929368029739777,0.0,0.0038240917782026767,0.021739130434782608
Sundaralingapuram,0.0,0.0,0.0166358595194085,0.01507537688442211,0.020066889632107024,0.0,0.033707865168539325,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.016728624535315983,0.0,0.009560229445506692,0.028985507246376812
Koilvirarpatti,0.0,0.010101010101010102,0.1922365988909427,0.005025125628140704,0.1505016722408027,0.3105263157894737,0.3707865168539326,0.022988505747126436,0.0,0.042735042735042736,0.0,0.18832391713747645,0.0,0.19516728624535315,0.0,0.1988527724665392,0.007246376811594203
Puliyangulam,0.0,0.0,0.13123844731977818,0.07035175879396985,0.13377926421404682,0.08947368421052632,0.26591760299625467,0.0,0.0,0.0,0.0,0.1337099811676083,0.0,0.13197026022304834,0.0,0.13575525812619502,0.0
Maruluthu,0.0,0.0,0.19408502772643252,0.1708542713567839,0.20066889632107024,0.05789473684210526,0.3895131086142322,0.0,0.002583979328165375,0.0,0.33766233766233766,0.09981167608286252,0.006493506493506494,0.19330855018587362,0.0028089887640449437,0.1988527724665392,0.0
Kasireddiapatti,0.0,0.0,0.07024029574861368,0.02512562814070352,0.07357859531772576,0.05789473684210526,0.14232209737827714,0.0,0.0,0.0,0.0,0.07156308851224105,0.0,0.07063197026022305,0.0,0.07265774378585087,0.0
Kadambankulam,0.0,0.0,0.009242144177449169,0.0,0.016722408026755852,0.0,0.003745318352059925,0.01532567049808429,0.0,0.0,0.0,0.009416195856873822,0.0,0.00929368029739777,0.0,0.0,0.036231884057971016
Endappuli,0.0,0.0,0.0073937153419593345,0.0,0.013377926421404682,0.0,0.0149812734082397,0.0,0.0,0.0,0.0,0.007532956685499058,0.0,0.0055762081784386614,0.0,0.0019120458891013384,0.014492753623188406
Kumaralingapuram,0.0,0.0,0.19963031423290203,0.07035175879396985,0.15384615384615385,0.25263157894736843,0.40074906367041196,0.0038314176245210726,0.0,0.0,0.0,0.2033898305084746,0.006493506493506494,0.19888475836431227,0.0,0.20650095602294455,0.0
Alagapuri,0.0,0.0,0.005545286506469501,0.0,0.010033444816053512,0.0,0.011235955056179775,0.0,0.0,0.0,0.0,0.005649717514124294,0.0,0.0055762081784386614,0.0,0.0057361376673040155,0.0
Nattarmangalam,0.0,0.0,0.012939001848428836,0.005025125628140704,0.020066889632107024,0.0,0.026217228464419477,0.0,0.0,0.0,0.0,0.013182674199623353,0.0,0.013011152416356878,0.0,0.01338432122370937,0.0
Virudhunagar,0.0,0.0,0.012939001848428836,0.010050251256281407,0.016722408026755852,0.0,0.026217228464419477,0.0,0.0,0.0,0.0,0.013182674199623353,0.0,0.013011152416356878,0.0,0.0057361376673040155,0.028985507246376812
Tulukkapatti,0.0,0.0,0.0073937153419593345,0.0,0.010033444816053512,0.005263157894736842,0.0149812734082397,0.0,0.0,0.0,0.0,0.007532956685499058,0.0,0.007434944237918215,0.0,0.0076481835564053535,0.0
Vachakkarapatti,0.0,0.0,0.022181146025878003,0.005025125628140704,0.016722408026755852,0.031578947368421054,0.0449438202247191,0.0,0.0,0.0,0.01948051948051948,0.01694915254237288,0.0,0.022304832713754646,0.0,0.022944550669216062,0.0
Ondippulinayakkanur,0.0,0.0,0.014787430683918669,0.020100502512562814,0.010033444816053512,0.005263157894736842,0.026217228464419477,0.0038314176245210726,0.0,0.0,0.0,0.015065913370998116,0.0,0.01486988847583643,0.0,0.015296367112810707,0.0
Thathampatti,0.0,0.0,0.009242144177449169,0.010050251256281407,0.0033444816053511705,0.010526315789473684,0.018726591760299626,0.0,0.0,0.0,0.0,0.009416195856873822,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Kottaippatti,0.0,0.0,0.0036968576709796672,0.0,0.0033444816053511705,0.005263157894736842,0.00749063670411985,0.0,0.0,0.0,0.0,0.003766478342749529,0.0,0.0037174721189591076,0.0,0.0038240917782026767,0.0
Pudupatti,0.0,0.0,0.0018484288354898336,0.0,0.0033444816053511705,0.0,0.003745318352059925,0.0,0.0,0.0,0.0,0.0018832391713747645,0.0,0.0018587360594795538,0.0,0.0019120458891013384,0.0
Thammanayakkanpatti,0.0,0.0,0.011090573012939002,0.0,0.010033444816053512,0.015789473684210527,0.02247191011235955,0.0,0.0,0.0,0.0,0.011299435028248588,0.0,0.011152416356877323,0.0,0.011472275334608031,0.0
Golwarpatti,0.0,0.0,0.009242144177449169,0.005025125628140704,0.010033444816053512,0.005263157894736842,0.018726591760299626,0.0,0.0,0.0,0.0,0.009416195856873822,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Sandaiyur,0.0,0.0,0.011090573012939002,0.010050251256281407,0.006688963210702341,0.010526315789473684,0.02247191011235955,0.0,0.0,0.0,0.0,0.011299435028248588,0.0,0.011152416356877323,0.0,0.011472275334608031,0.0
Muthulingapuram,0.0,0.0,0.066543438077634,0.1457286432160804,0.020066889632107024,0.005263157894736842,0.13108614232209737,0.0,0.002583979328165375,0.0,0.012987012987012988,0.064030131826742,0.0,0.06691449814126393,0.0,0.06883365200764818,0.0
Veppilaipatti,0.0,0.0,0.0073937153419593345,0.005025125628140704,0.006688963210702341,0.005263157894736842,0.0149812734082397,0.0,0.0,0.0,0.0,0.007532956685499058,0.0,0.007434944237918215,0.0,0.0076481835564053535,0.0
Nallamanayakkanpatti,0.0,0.0,0.022181146025878003,0.005025125628140704,0.023411371237458192,0.021052631578947368,0.0449438202247191,0.0,0.0,0.0,0.0,0.022598870056497175,0.0,0.022304832713754646,0.0,0.022944550669216062,0.0
Pattampudur,0.0,0.0,0.1866913123844732,0.0,0.2040133779264214,0.21052631578947367,0.36704119850187267,0.007662835249042145,0.002583979328165375,0.0,0.012987012987012988,0.1864406779661017,0.0,0.18773234200743494,0.0,0.19120458891013384,0.007246376811594203
Mettukkundu,0.0,0.0,0.0036968576709796672,0.0,0.0,0.010526315789473684,0.00749063670411985,0.0,0.0,0.0,0.006493506493506494,0.0018832391713747645,0.0,0.0037174721189591076,0.0,0.0038240917782026767,0.0
Vadamalaikurichi,0.0,0.0,0.06469500924214418,0.005025125628140704,0.020066889632107024,0.14736842105263157,0.0749063670411985,0.05747126436781609,0.0,0.07692307692307693,0.006493506493506494,0.047080979284369114,0.0,0.06505576208178439,0.0,0.03441682600382409,0.12318840579710146
Kottaiyur,0.0,0.0,0.0073937153419593345,0.0,0.0,0.021052631578947368,0.0,0.01532567049808429,0.0,0.02564102564102564,0.0,0.0018832391713747645,0.0,0.007434944237918215,0.0,0.0057361376673040155,0.007246376811594203
Elayirampannai,0.0,0.0,0.1922365988909427,0.0,0.3076923076923077,0.06315789473684211,0.3595505617977528,0.03065134099616858,0.0,0.008547008547008548,0.18831168831168832,0.1393596986817326,0.0,0.19330855018587362,0.0,0.19694072657743786,0.007246376811594203
Vettilaiyurani,0.0,0.0,0.23290203327171904,0.04522613065326633,0.36789297658862874,0.03684210526315789,0.449438202247191,0.019157088122605363,0.002583979328165375,0.05128205128205128,0.2012987012987013,0.16760828625235405,0.0,0.2342007434944238,0.0,0.24091778202676864,0.0
Surarpatti,0.0,0.0,0.20702402957486138,0.22613065326633167,0.20735785953177258,0.02631578947368421,0.41198501872659177,0.0,0.00516795865633075,0.02564102564102564,0.14935064935064934,0.16195856873822975,0.045454545454545456,0.19516728624535315,0.0,0.17208413001912046,0.15942028985507245
Duraiswamipuram,0.0,0.0,0.3826247689463956,0.5326633165829145,0.20066889632107024,0.21578947368421053,0.7715355805243446,0.0038314176245210726,0.0,0.008547008547008548,0.33766233766233766,0.2900188323917137,0.012987012987012988,0.38104089219330856,0.0056179775280898875,0.3632887189292543,0.10144927536231885
Sankarapandiyapuram,0.2,0.0,0.18853974121996303,0.2562814070351759,0.14381270903010032,0.05789473684210526,0.3857677902621723,0.007662835249042145,0.002583979328165375,0.0,0.12987012987012986,0.1544256120527307,0.006493506493506494,0.18587360594795538,0.0,0.18546845124282982,0.0
Lakshmipuram,0.0,0.0,0.22365988909426987,0.3417085427135678,0.16722408026755853,0.015789473684210527,0.45318352059925093,0.0,0.0,0.05982905982905983,0.045454545454545456,0.2015065913370998,0.0,0.22490706319702602,0.0,0.22753346080305928,0.007246376811594203
Kilanmarinadu,0.0,0.0,0.20517560073937152,0.05025125628140704,0.27424749163879597,0.1,0.13108614232209737,0.29118773946360155,0.0,0.02564102564102564,0.012987012987012988,0.19962335216572505,0.0,0.20631970260223048,0.0,0.21223709369024857,0.0
Appanayakkanpatti,0.0,0.0,0.009242144177449169,0.0,0.016722408026755852,0.0,0.018726591760299626,0.0,0.0,0.0,0.0,0.009416195856873822,0.0,0.007434944237918215,0.0,0.0076481835564053535,0.0
Uthuppatti,0.0,0.0,0.08133086876155268,0.0,0.14046822742474915,0.010526315789473684,0.1647940074906367,0.0,0.0,0.0,0.01948051948051948,0.07532956685499058,0.12337662337662338,0.04460966542750929,0.0,0.07074569789674952,0.036231884057971016
Salvarpatti,0.0,0.0,0.027726432532347505,0.0,0.013377926421404682,0.05789473684210526,0.04119850187265917,0.01532567049808429,0.0,0.02564102564102564,0.025974025974025976,0.015065913370998116,0.0,0.027881040892193308,0.0,0.02676864244741874,0.007246376811594203
Subramaniyapuram,0.0,0.0,0.012939001848428836,0.005025125628140704,0.006688963210702341,0.021052631578947368,0.0149812734082397,0.011494252873563218,0.0,0.02564102564102564,0.006493506493506494,0.005649717514124294,0.0,0.013011152416356878,0.0,0.01338432122370937,0.0
Tayilupatti,0.0,0.0,0.014787430683918669,0.0,0.0033444816053511705,0.03684210526315789,0.00749063670411985,0.022988505747126436,0.0,0.042735042735042736,0.0,0.005649717514124294,0.0,0.01486988847583643,0.0,0.015296367112810707,0.0
Sippipparai,0.0,0.0,0.02033271719038817,0.010050251256281407,0.030100334448160536,0.0,0.04119850187265917,0.0,0.0,0.03418803418803419,0.006493506493506494,0.011299435028248588,0.0,0.020446096654275093,0.0,0.021032504780114723,0.0
Thlukkankurichchi,0.0,0.0,0.009242144177449169,0.0,0.0033444816053511705,0.021052631578947368,0.018726591760299626,0.0,0.0,0.0,0.0,0.009416195856873822,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Kuganparai,0.0,0.0,0.022181146025878003,0.0,0.04013377926421405,0.0,0.0449438202247191,0.0,0.0,0.02564102564102564,0.012987012987012988,0.011299435028248588,0.0,0.022304832713754646,0.0,0.022944550669216062,0.0
Edirkottai,0.0,0.0,0.009242144177449169,0.010050251256281407,0.006688963210702341,0.005263157894736842,0.018726591760299626,0.0,0.0,0.0,0.0,0.009416195856873822,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Kangaraseval,0.0,0.0,0.038817005545286505,0.005025125628140704,0.013377926421404682,0.08421052631578947,0.0299625468164794,0.034482758620689655,0.012919896640826873,0.042735042735042736,0.032467532467532464,0.02071563088512241,0.0,0.03903345724907063,0.0,0.040152963671128104,0.0
Kongankulam,0.0,0.0,0.014787430683918669,0.010050251256281407,0.016722408026755852,0.005263157894736842,0.026217228464419477,0.0038314176245210726,0.0,0.0,0.0,0.015065913370998116,0.0,0.01486988847583643,0.0,0.015296367112810707,0.0
Nadukkudi,0.0,0.0,0.08317929759704251,0.0,0.010033444816053512,0.22105263157894736,0.0299625468164794,0.11877394636015326,0.015503875968992248,0.2222222222222222,0.032467532467532464,0.026365348399246705,0.0,0.08364312267657993,0.0,0.08604206500956023,0.0
Kananjampatti,0.0,0.0,0.025878003696857672,0.005025125628140704,0.016722408026755852,0.042105263157894736,0.04119850187265917,0.007662835249042145,0.002583979328165375,0.042735042735042736,0.012987012987012988,0.013182674199623353,0.0,0.026022304832713755,0.0,0.02676864244741874,0.0
O.Muthuswamipuram,0.0,0.0,0.009242144177449169,0.0,0.010033444816053512,0.010526315789473684,0.018726591760299626,0.0,0.0,0.0,0.0,0.009416195856873822,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Kangarakottai,0.0,0.0,0.009242144177449169,0.0,0.006688963210702341,0.015789473684210527,0.018726591760299626,0.0,0.0,0.0,0.0,0.009416195856873822,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
E. Ramanathapuram,0.0,0.0,0.009242144177449169,0.0,0.013377926421404682,0.005263157894736842,0.018726591760299626,0.0,0.0,0.0,0.0,0.009416195856873822,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Muthandipuram,0.0,0.0,0.005545286506469501,0.010050251256281407,0.0033444816053511705,0.0,0.0,0.011494252873563218,0.0,0.008547008547008548,0.0,0.003766478342749529,0.0,0.0055762081784386614,0.0,0.0057361376673040155,0.0
Sevalpatti,0.0,0.0,0.23475046210720887,0.035175879396984924,0.3177257525083612,0.13157894736842105,0.4606741573033708,0.01532567049808429,0.0,0.05128205128205128,0.045454545454545456,0.2128060263653484,0.0,0.2342007434944238,0.0028089887640449437,0.2390057361376673,0.0
Vijayakarisalkulam,0.0,0.0,0.011090573012939002,0.0,0.006688963210702341,0.021052631578947368,0.018726591760299626,0.0038314176245210726,0.0,0.008547008547008548,0.0,0.009416195856873822,0.0,0.011152416356877323,0.0,0.011472275334608031,0.0
Panaiyadippatti,0.0,0.0,0.014787430683918669,0.01507537688442211,0.010033444816053512,0.010526315789473684,0.0299625468164794,0.0,0.0,0.0,0.006493506493506494,0.013182674199623353,0.0,0.01486988847583643,0.0,0.015296367112810707,0.0
Kundayiruppu,0.0,0.0,0.027726432532347505,0.010050251256281407,0.013377926421404682,0.04736842105263158,0.04119850187265917,0.007662835249042145,0.00516795865633075,0.05128205128205128,0.012987012987012988,0.013182674199623353,0.0,0.027881040892193308,0.0,0.017208413001912046,0.043478260869565216
Vembakottai,0.0,0.0,0.04251386321626617,0.010050251256281407,0.023411371237458192,0.07368421052631578,0.08614232209737828,0.0,0.0,0.07692307692307693,0.045454545454545456,0.013182674199623353,0.0,0.04275092936802974,0.0,0.040152963671128104,0.014492753623188406
Vijayarengapuram,0.0,0.0,0.009242144177449169,0.0,0.006688963210702341,0.015789473684210527,0.00749063670411985,0.011494252873563218,0.0,0.0,0.0,0.009416195856873822,0.0,0.00929368029739777,0.0,0.009560229445506692,0.0
Reddiyapatti,0.0,0.0,0.07578558225508318,0.005025125628140704,0.07692307692307693,0.08947368421052632,0.149812734082397,0.0,0.002583979328165375,0.1111111111111111,0.08441558441558442,0.02824858757062147,0.0,0.0762081784386617,0.0,0.0745697896749522,0.014492753623188406
Sanankulam,0.0,0.0,0.16635859519408502,0.04020100502512563,0.25752508361204013,0.02631578947368421,0.31086142322097376,0.02681992337164751,0.0,0.008547008547008548,0.0,0.16760828625235405,0.0,0.1654275092936803,0.0,0.17208413001912046,0.0
Alangulam,0.0,0.0,0.04066543438077634,0.0,0.030100334448160536,0.06842105263157895,0.0449438202247191,0.034482758620689655,0.002583979328165375,0.05982905982905983,0.03896103896103896,0.01694915254237288,0.0,0.040892193308550186,0.0,0.03824091778202677,0.014492753623188406
Paranayakkanpatti,0.0,0.0,0.009242144177449169,0.0,0.006688963210702341,0.015789473684210527,0.018726591760299626,0.0,0.0,0.017094017094017096,0.012987012987012988,0.0018832391713747645,0.0,0.00929368029739777,0.0,0.0076481835564053535,0.007246376811594203
Paralachi,0.0,0.0,0.10351201478743069,0.0,0.0,0.29473684210526313,0.0,0.09578544061302682,0.08010335917312661,0.0,0.006493506493506494,0.10357815442561205,0.0,0.10408921933085502,0.0028089887640449437,0.10325047801147227,0.007246376811594203
Vadakkunatham,0.0,0.0,0.04436229205175601,0.0,0.0,0.12631578947368421,0.0898876404494382,0.0,0.0,0.0,0.0,0.04519774011299435,0.0,0.04460966542750929,0.0,0.030592734225621414,0.057971014492753624
Therkunatham,0.0,0.0,0.22181146025878004,0.0,0.0,0.631578947368421,0.4307116104868914,0.01532567049808429,0.002583979328165375,0.017094017094017096,0.08441558441558442,0.1977401129943503,0.032467532467532464,0.2137546468401487,0.0,0.18738049713193117,0.15942028985507245
Thummuchinnampatti,0.0,0.0,0.21811460258780038,0.0,0.0,0.6210526315789474,0.3857677902621723,0.04597701149425287,0.007751937984496124,0.0,0.1038961038961039,0.192090395480226,0.0,0.21933085501858737,0.0028089887640449437,0.17590822179732313,0.18115942028985507
Kutchampatti,0.0,0.0,0.04990757855822551,0.0,0.0,0.14210526315789473,0.00749063670411985,0.034482758620689655,0.041343669250646,0.0,0.006493506493506494,0.04896421845574388,0.0,0.05018587360594796,0.0,0.05162523900573614,0.0
Kulasekaranallur,0.0,0.0,0.1423290203327172,0.0,0.0,0.4052631578947368,0.15730337078651685,0.10727969348659004,0.01808785529715762,0.02564102564102564,0.13636363636363635,0.09981167608286252,0.0,0.14312267657992564,0.0,0.14149139579349904,0.021739130434782608
Tiruchuli,0.0,0.0,0.1922365988909427,0.0,0.0,0.5473684210526316,0.10861423220973783,0.24521072796934865,0.028423772609819122,0.0,0.07142857142857142,0.1751412429378531,0.0,0.19330855018587362,0.019662921348314606,0.10516252390057361,0.30434782608695654
Nathakkulam,0.0,0.0,0.0036968576709796672,0.0,0.0,0.010526315789473684,0.00749063670411985,0.0,0.0,0.0,0.0,0.003766478342749529,0.0,0.0037174721189591076,0.0,0.0038240917782026767,0.0
Kallakkari,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.018726591760299626,0.0,0.0,0.0,0.01948051948051948,0.003766478342749529,0.0,0.00929368029739777,0.0,0.0019120458891013384,0.028985507246376812
Purasaloor,0.0,0.0,0.011090573012939002,0.0,0.0,0.031578947368421054,0.02247191011235955,0.0,0.0,0.0,0.0,0.011299435028248588,0.0,0.011152416356877323,0.0,0.009560229445506692,0.007246376811594203
Sengulam,0.0,0.0,0.0073937153419593345,0.0,0.0,0.021052631578947368,0.0149812734082397,0.0,0.0,0.0,0.0,0.007532956685499058,0.0,0.007434944237918215,0.0,0.0057361376673040155,0.007246376811594203
Keelkudi,0.0,0.0,0.009242144177449169,0.0,0.0,0.02631578947368421,0.018726591760299626,0.0,0.0,0.0,0.012987012987012988,0.005649717514124294,0.0,0.00929368029739777,0.0,0.0076481835564053535,0.007246376811594203
Poolangal,0.0,0.010101010101010102,0.1367837338262477,0.0,0.0,0.4,0.04868913857677903,0.22988505747126436,0.007751937984496124,0.29914529914529914,0.16233766233766234,0.02824858757062147,0.006493506493506494,0.137546468401487,0.0,0.12619502868068833,0.06521739130434782
