village,copper_-_sufficient,copper_-_deficient,boron_-_sufficient,boron_-_deficient,s_-_sufficient,s_-_deficient,fe_-_sufficient,fe_-_deficient,zn_-_sufficient,zn_-_deficient,mn_-_sufficient,mn_-_deficient
Muthulingapuram,0.06779661016949153,0.0,0.10830324909747292,0.02040816326530612,0.09254498714652956,0.0,0.0,0.12040133779264214,0.05950095969289827,0.017793594306049824,0.02295918367346939,0.05065666041275797
Veppilaipatti,0.007532956685499058,0.0,0.01444043321299639,0.0,0.010282776349614395,0.0,0.0,0.013377926421404682,0.0,0.014234875444839857,0.01020408163265306,0.0
Nallamanayakkanpatti,0.022598870056497175,0.0,0.0036101083032490976,0.03741496598639456,0.030848329048843187,0.0,0.0,0.04013377926421405,0.0,0.042704626334519574,0.030612244897959183,0.0
Pattampudur,0.1902071563088512,0.0,0.30324909747292417,0.05782312925170068,0.2596401028277635,0.0,0.0,0.3377926421404682,0.19001919385796545,0.0071174377224199285,0.25510204081632654,0.001876172607879925
Mettukkundu,0.0,0.016260162601626018,0.0,0.006802721088435374,0.0,0.003738317757009346,0.0,0.006688963210702341,0.0,0.0071174377224199285,0.0,0.00375234521575985
Vadamalaikurichi,0.02824858757062147,0.16260162601626016,0.1263537906137184,0.0,0.08997429305912596,0.0,0.0,0.11705685618729098,0.0,0.12455516014234876,0.0,0.06566604127579738
Kottaiyur,0.007532956685499058,0.0,0.01444043321299639,0.0,0.010282776349614395,0.0,0.0,0.013377926421404682,0.0,0.014234875444839857,0.0,0.0075046904315197
Elayirampannai,0.04331450094161959,0.6504065040650406,0.07942238267148015,0.2789115646258503,0.26735218508997427,0.0,0.020179372197309416,0.3177257525083612,0.028790786948176585,0.3167259786476868,0.25510204081632654,0.0075046904315197
Vettilaiyurani,0.23728813559322035,0.0,0.1444043321299639,0.2925170068027211,0.3213367609254499,0.001869158878504673,0.01569506726457399,0.3979933110367893,0.09021113243761997,0.28113879003558717,0.24489795918367346,0.05628517823639775
Surarpatti,0.15819209039548024,0.22764227642276422,0.21299638989169675,0.18027210884353742,0.2622107969151671,0.018691588785046728,0.002242152466367713,0.3712374581939799,0.0345489443378119,0.33451957295373663,0.24489795918367346,0.0300187617260788
Duraiswamipuram,0.3898305084745763,0.0,0.3971119133574007,0.32653061224489793,0.4370179948586118,0.0691588785046729,0.0,0.6923076923076923,0.18426103646833014,0.39501779359430605,0.37755102040816324,0.11069418386491557
Sankarapandiyapuram,0.18832391713747645,0.04878048780487805,0.1299638989169675,0.23809523809523808,0.23393316195372751,0.028037383177570093,0.004484304932735426,0.34782608695652173,0.1785028790786948,0.046263345195729534,0.17346938775510204,0.07129455909943715
Lakshmipuram,0.2278719397363465,0.0,0.04693140794223827,0.3673469387755102,0.20822622107969152,0.07476635514018691,0.004484304932735426,0.3979933110367893,0.04222648752399232,0.35231316725978645,0.25510204081632654,0.039399624765478425
Kilanmarinadu,0.20903954802259886,0.0,0.0,0.37755102040816324,0.2699228791773779,0.011214953271028037,0.0,0.3712374581939799,0.028790786948176585,0.3416370106761566,0.25510204081632654,0.020637898686679174
Appanayakkanpatti,0.009416195856873822,0.0,0.018050541516245487,0.0,0.012853470437017995,0.0,0.0,0.016722408026755852,0.009596928982725527,0.0,0.012755102040816327,0.0
Uthuppatti,0.08286252354048965,0.0,0.018050541516245487,0.1326530612244898,0.10796915167095116,0.003738317757009346,0.02466367713004484,0.11036789297658862,0.06525911708253358,0.03558718861209965,0.10459183673469388,0.005628517823639775
Salvarpatti,0.026365348399246705,0.008130081300813009,0.036101083032490974,0.017006802721088437,0.038560411311053984,0.0,0.0,0.05016722408026756,0.007677543186180422,0.03914590747330961,0.0,0.028142589118198873
Subramaniyapuram,0.013182674199623353,0.0,0.02527075812274368,0.0,0.017994858611825194,0.0,0.0,0.023411371237458192,0.005758157389635317,0.014234875444839857,0.0,0.013133208255159476
Tayilupatti,0.015065913370998116,0.0,0.02888086642599278,0.0,0.02056555269922879,0.0,0.0,0.026755852842809364,0.011516314779270634,0.0071174377224199285,0.0,0.0150093808630394
Sippipparai,0.018832391713747645,0.008130081300813009,0.02888086642599278,0.01020408163265306,0.02570694087403599,0.001869158878504673,0.0,0.03678929765886288,0.0,0.03914590747330961,0.0,0.020637898686679174
Thlukkankurichchi,0.009416195856873822,0.0,0.018050541516245487,0.0,0.012853470437017995,0.0,0.0,0.016722408026755852,0.0,0.017793594306049824,0.0,0.009380863039399626
Kuganparai,0.022598870056497175,0.0,0.02527075812274368,0.017006802721088437,0.030848329048843187,0.0,0.0,0.04013377926421405,0.0019193857965451055,0.03914590747330961,0.0,0.0225140712945591
Edirkottai,0.009416195856873822,0.0,0.018050541516245487,0.0,0.012853470437017995,0.0,0.0,0.016722408026755852,0.009596928982725527,0.0,0.00510204081632653,0.005628517823639775
Kangaraseval,0.04331450094161959,0.0,0.07220216606498195,0.006802721088435374,0.056555269922879174,0.0,0.0,0.07692307692307693,0.0345489443378119,0.017793594306049824,0.00510204081632653,0.039399624765478425
Kongankulam,0.015065913370998116,0.0,0.01444043321299639,0.013605442176870748,0.02056555269922879,0.0,0.002242152466367713,0.023411371237458192,0.0,0.028469750889679714,0.007653061224489796,0.009380863039399626
Nadukkudi,0.06591337099811675,0.08130081300813008,0.05415162454873646,0.10204081632653061,0.11568123393316196,0.0,0.0,0.1505016722408027,0.0345489443378119,0.09608540925266904,0.01020408163265306,0.07692307692307693
Kananjampatti,0.026365348399246705,0.0,0.02527075812274368,0.023809523809523808,0.033419023136246784,0.001869158878504673,0.0,0.046822742474916385,0.019193857965451054,0.014234875444839857,0.0,0.02626641651031895
O.Muthuswamipuram,0.009416195856873822,0.0,0.018050541516245487,0.0,0.012853470437017995,0.0,0.0,0.016722408026755852,0.0,0.017793594306049824,0.0,0.009380863039399626
Kangarakottai,0.009416195856873822,0.0,0.018050541516245487,0.0,0.012853470437017995,0.0,0.0,0.016722408026755852,0.0,0.017793594306049824,0.0,0.009380863039399626
E. Ramanathapuram,0.009416195856873822,0.0,0.018050541516245487,0.0,0.012853470437017995,0.0,0.0,0.016722408026755852,0.009596928982725527,0.0,0.007653061224489796,0.00375234521575985
Muthandipuram,0.005649717514124294,0.0,0.010830324909747292,0.0,0.007712082262210797,0.0,0.0,0.010033444816053512,0.0,0.010676156583629894,0.002551020408163265,0.00375234521575985
Sevalpatti,0.23163841807909605,0.032520325203252036,0.04693140794223827,0.3877551020408163,0.30077120822622105,0.018691588785046728,0.0,0.42474916387959866,0.04798464491362764,0.36298932384341637,0.25255102040816324,0.0525328330206379
Vijayakarisalkulam,0.011299435028248588,0.0,0.018050541516245487,0.003401360544217687,0.015424164524421594,0.0,0.0,0.020066889632107024,0.0019193857965451055,0.017793594306049824,0.0,0.01125703564727955
Panaiyadippatti,0.015065913370998116,0.0,0.021660649819494584,0.006802721088435374,0.02056555269922879,0.0,0.0,0.026755852842809364,0.005758157389635317,0.017793594306049824,0.002551020408163265,0.013133208255159476
Kundayiruppu,0.015065913370998116,0.056910569105691054,0.039711191335740074,0.013605442176870748,0.03598971722365039,0.001869158878504673,0.0,0.05016722408026756,0.01727447216890595,0.021352313167259787,0.002551020408163265,0.02626641651031895
Vembakottai,0.04331450094161959,0.0,0.021660649819494584,0.05782312925170068,0.05912596401028278,0.0,0.0,0.07692307692307693,0.03262955854126679,0.021352313167259787,0.002551020408163265,0.04127579737335835
Vijayarengapuram,0.009416195856873822,0.0,0.018050541516245487,0.0,0.012853470437017995,0.0,0.0,0.016722408026755852,0.0,0.017793594306049824,0.0,0.009380863039399626
Reddiyapatti,0.05084745762711865,0.11382113821138211,0.061371841155234655,0.08163265306122448,0.10025706940874037,0.003738317757009346,0.0,0.13712374581939799,0.030710172744721688,0.08896797153024912,0.0,0.075046904315197
Sanankulam,0.1713747645951036,0.008130081300813009,0.11552346570397112,0.19727891156462585,0.20822622107969152,0.016822429906542057,0.0,0.3076923076923077,0.03838771593090211,0.25622775800711745,0.15816326530612246,0.05628517823639775
Alangulam,0.03954802259887006,0.008130081300813009,0.018050541516245487,0.05782312925170068,0.056555269922879174,0.0,0.0,0.07357859531772576,0.026871401151631478,0.028469750889679714,0.012755102040816327,0.03189493433395872
Paranayakkanpatti,0.009416195856873822,0.0,0.0,0.017006802721088437,0.012853470437017995,0.0,0.0,0.016722408026755852,0.0019193857965451055,0.014234875444839857,0.0,0.009380863039399626
Paralachi,0.07909604519774012,0.11382113821138211,0.12274368231046931,0.07482993197278912,0.0,0.10467289719626169,0.0,0.18729096989966554,0.0,0.199288256227758,0.14030612244897958,0.001876172607879925
Vadakkunatham,0.03954802259887006,0.024390243902439025,0.04693140794223827,0.03741496598639456,0.0,0.044859813084112146,0.0,0.0802675585284281,0.0019193857965451055,0.08185053380782918,0.061224489795918366,0.0
Therkunatham,0.22598870056497175,0.0,0.3971119133574007,0.034013605442176874,0.061696658097686374,0.17943925233644858,0.006726457399103139,0.391304347826087,0.19961612284069097,0.05693950177935943,0.30612244897959184,0.0
Thummuchinnampatti,0.2015065913370998,0.08943089430894309,0.2815884476534296,0.1360544217687075,0.0,0.2205607476635514,0.0,0.3779264214046823,0.023032629558541268,0.37722419928825623,0.3010204081632653,0.0
Kutchampatti,0.05084745762711865,0.0,0.06498194945848375,0.030612244897959183,0.0,0.05046728971962617,0.004484304932735426,0.08361204013377926,0.0019193857965451055,0.09252669039145907,0.06887755102040816,0.0
Kulasekaranallur,0.1393596986817326,0.024390243902439025,0.17689530685920576,0.09523809523809523,0.0,0.14392523364485982,0.0,0.25752508361204013,0.003838771593090211,0.2669039145907473,0.19642857142857142,0.0
Tiruchuli,0.17890772128060264,0.07317073170731707,0.2888086642599278,0.08163265306122448,0.002570694087403599,0.1925233644859813,0.013452914798206279,0.3277591973244147,0.003838771593090211,0.36298932384341637,0.2653061224489796,0.0
Nathakkulam,0.003766478342749529,0.0,0.0,0.006802721088435374,0.0,0.003738317757009346,0.0,0.006688963210702341,0.0,0.0071174377224199285,0.00510204081632653,0.0
Kallakkari,0.005649717514124294,0.016260162601626018,0.018050541516245487,0.0,0.0,0.009345794392523364,0.0,0.016722408026755852,0.0,0.017793594306049824,0.012755102040816327,0.0
Purasaloor,0.009416195856873822,0.008130081300813009,0.007220216606498195,0.013605442176870748,0.0,0.011214953271028037,0.0,0.020066889632107024,0.0,0.021352313167259787,0.015306122448979591,0.0
Sengulam,0.007532956685499058,0.0,0.01444043321299639,0.0,0.0,0.007476635514018692,0.0,0.013377926421404682,0.0,0.014234875444839857,0.01020408163265306,0.0
Keelkudi,0.003766478342749529,0.024390243902439025,0.018050541516245487,0.0,0.0,0.009345794392523364,0.0,0.016722408026755852,0.0,0.017793594306049824,0.012755102040816327,0.0
Poolangal,0.1431261770244821,0.0,0.21660649819494585,0.05442176870748299,0.10282776349614396,0.06728971962616823,0.008968609865470852,0.2408026755852843,0.13051823416506717,0.028469750889679714,0.19387755102040816,0.0
Vedanatham,0.16760828625235405,0.08943089430894309,0.2924187725631769,0.06462585034013606,0.0,0.18691588785046728,0.0,0.33444816053511706,0.0019193857965451055,0.35231316725978645,0.25,0.00375234521575985
Melakandamangalam,0.047080979284369114,0.032520325203252036,0.05054151624548736,0.05102040816326531,0.0,0.05420560747663551,0.008968609865470852,0.08361204013377926,0.007677543186180422,0.08896797153024912,0.07142857142857142,0.001876172607879925
Udayarendal,0.03389830508474576,0.016260162601626018,0.06498194945848375,0.006802721088435374,0.0,0.037383177570093455,0.008968609865470852,0.05351170568561873,0.009596928982725527,0.05338078291814947,0.05102040816326531,0.0
Kadambankulam,0.07344632768361582,0.016260162601626018,0.148014440433213,0.0,0.002570694087403599,0.07476635514018691,0.0,0.13712374581939799,0.007677543186180422,0.13167259786476868,0.10204081632653061,0.001876172607879925
Notchikkulam,0.0583804143126177,0.008130081300813009,0.11191335740072202,0.003401360544217687,0.0,0.059813084112149535,0.006726457399103139,0.09698996655518395,0.003838771593090211,0.10676156583629894,0.07908163265306123,0.001876172607879925
Thammanaickenpatti,0.0018832391713747645,0.024390243902439025,0.01444043321299639,0.0,0.0,0.007476635514018692,0.0,0.013377926421404682,0.0,0.014234875444839857,0.01020408163265306,0.0
Kallumadam,0.04519774011299435,0.04878048780487805,0.09025270758122744,0.017006802721088437,0.030848329048843187,0.03364485981308411,0.0,0.10033444816053512,0.0,0.10676156583629894,0.03826530612244898,0.028142589118198873
Parattanatham,0.005649717514124294,0.0,0.010830324909747292,0.0,0.0,0.005607476635514018,0.0,0.010033444816053512,0.0,0.010676156583629894,0.007653061224489796,0.0
Aladipatti,0.011299435028248588,0.008130081300813009,0.010830324909747292,0.013605442176870748,0.0,0.013084112149532711,0.0,0.023411371237458192,0.0,0.02491103202846975,0.017857142857142856,0.0
Sennilakkudi,0.1713747645951036,0.08943089430894309,0.34296028880866425,0.023809523809523808,0.012853470437017995,0.18130841121495328,0.02242152466367713,0.3076923076923077,0.044145873320537425,0.28113879003558717,0.2602040816326531,0.0
Soochaneri,0.009416195856873822,0.008130081300813009,0.0036101083032490976,0.017006802721088437,0.002570694087403599,0.009345794392523364,0.0,0.020066889632107024,0.0,0.021352313167259787,0.015306122448979591,0.0
Vidathakulam,0.011299435028248588,0.032520325203252036,0.02888086642599278,0.006802721088435374,0.0,0.018691588785046728,0.0,0.033444816053511704,0.0,0.03558718861209965,0.025510204081632654,0.0
Mithilaikulam,0.005649717514124294,0.008130081300813009,0.01444043321299639,0.0,0.0,0.007476635514018692,0.0,0.013377926421404682,0.0019193857965451055,0.010676156583629894,0.01020408163265306,0.0
Sirumudalaikulam,0.0018832391713747645,0.024390243902439025,0.01444043321299639,0.0,0.0,0.007476635514018692,0.0,0.013377926421404682,0.0019193857965451055,0.010676156583629894,0.007653061224489796,0.001876172607879925
Velayuthapuram,0.011299435028248588,0.0,0.007220216606498195,0.013605442176870748,0.0,0.011214953271028037,0.0,0.020066889632107024,0.0019193857965451055,0.017793594306049824,0.015306122448979591,0.0
Melendal,0.011299435028248588,0.016260162601626018,0.01444043321299639,0.013605442176870748,0.0,0.014953271028037384,0.0,0.026755852842809364,0.0,0.028469750889679714,0.02040816326530612,0.0
Puliyangulam,0.013182674199623353,0.032520325203252036,0.036101083032490974,0.003401360544217687,0.0,0.020560747663551402,0.0,0.03678929765886288,0.007677543186180422,0.02491103202846975,0.02806122448979592,0.0
Iluppaikkulam,0.013182674199623353,0.0,0.02527075812274368,0.0,0.0,0.013084112149532711,0.0,0.023411371237458192,0.003838771593090211,0.017793594306049824,0.015306122448979591,0.001876172607879925
Melaiyur,0.007532956685499058,0.008130081300813009,0.0,0.017006802721088437,0.0,0.009345794392523364,0.0,0.016722408026755852,0.0,0.017793594306049824,0.012755102040816327,0.0
Chettikulam,0.007532956685499058,0.0,0.0036101083032490976,0.01020408163265306,0.002570694087403599,0.005607476635514018,0.0,0.013377926421404682,0.0,0.014234875444839857,0.01020408163265306,0.0
Kanakai,0.007532956685499058,0.008130081300813009,0.0036101083032490976,0.013605442176870748,0.0,0.009345794392523364,0.0,0.016722408026755852,0.0,0.017793594306049824,0.012755102040816327,0.0
Thirumalaipuram,0.0903954802259887,0.016260162601626018,0.1444043321299639,0.034013605442176874,0.04884318766066838,0.05794392523364486,0.1031390134529148,0.013377926421404682,0.0,0.08185053380782918,0.12755102040816327,0.0
Thoppalakarai,0.11487758945386065,0.024390243902439025,0.16967509025270758,0.05782312925170068,0.012853470437017995,0.1102803738317757,0.033632286995515695,0.15384615384615385,0.1036468330134357,0.03558718861209965,0.16326530612244897,0.0
Suthamadam,0.1224105461393597,0.0,0.22743682310469315,0.006802721088435374,0.002570694087403599,0.11962616822429907,0.1031390134529148,0.06354515050167224,0.009596928982725527,0.11387900355871886,0.16326530612244897,0.001876172607879925
Pullanaickenpatti,0.11864406779661017,0.3008130081300813,0.23104693140794225,0.12244897959183673,0.09511568123393316,0.11775700934579439,0.0,0.33444816053511706,0.0019193857965451055,0.35231316725978645,0.25510204081632654,0.0
Rajagopalapuram,0.1111111111111111,0.04065040650406504,0.23104693140794225,0.0,0.030848329048843187,0.09719626168224299,0.006726457399103139,0.2040133779264214,0.003838771593090211,0.2206405693950178,0.05612244897959184,0.07879924953095685
Rajagopalapuram,0.18455743879472694,0.056910569105691054,0.36101083032490977,0.017006802721088437,0.061696658097686374,0.15140186915887852,0.02466367713004484,0.31438127090301005,0.007677543186180422,0.3594306049822064,0.08418367346938775,0.1350844277673546
Konganakurichi,0.011299435028248588,0.0,0.021660649819494584,0.0,0.007712082262210797,0.005607476635514018,0.006726457399103139,0.010033444816053512,0.0,0.021352313167259787,0.002551020408163265,0.009380863039399626
